content,date,district,place,problem,sentiment,tweetid
"#ThalapathyVijay movie count on Tv channels during the Lockdown has reached 150 (includes repeats)

Still 6 of his… https://t.co/v9VsQ0oISg",2020-07-15,Agra,Tamil Nadu,['Economic'],negative,1.28e+18
"After 4 months of drinking green tea this lockdown, I have lost 4 kg of green tea.",2020-07-15,Varanasi,Varanasi,['Daily Services'],negative,1.28e+18
"Woman waits 5 hours for ambulance, dies in Bengaluru
Please share this news  for urgent awareness 
#Covid_19
#WATCH… https://t.co/IDJAbyam8D",2020-07-15,Bangalore,Bengaluru,null,positive,1.28e+18
"Imploding economy notwithstanding,
China's brazen midnight knock
notwithstanding,
Covid -19 pandemic 
notwithstandi… https://t.co/m61LSwqJwK",2020-07-15,New Delhi,New Delhi,null,neutral,1.28e+18
"Good News:
World's Most Affordable Covid-19 Diagnostic Kit Corosure developed by IIT Delhi
*Base price of RT-PCR ki… https://t.co/I1RFvbzZS5",2020-07-15,Rangareddy,Hayathnagar,null,positive,1.28e+18
"India’s Rich Are Spending Thousands of Dollars on Face Masks Because, Why Not #india #Covid https://t.co/wZqmiPeRRT via @vice",2020-07-15,Pune,Pune,null,positive,1.28e+18
"It used to be BC and AC.
The new normal is pre Covid and post Covid. 
References change, things change, people chan… https://t.co/zWA06Fja5G",2020-07-15,Bangalore,Bengaluru,null,neutral,1.28e+18
"06 Flight operated today (15-7) #52Day after Resume Domestic Flt fm 25May20

@allianceair
HYD-KLH-BLR PAXs_19 &amp; 5
B… https://t.co/uCDmz6xw7A",2020-07-15,Kolhapur,Kolhapur Airport,null,neutral,1.28e+18
"Thank you so much @SAyurvihar all dr team wheel chair guy Dhanashree mane takeing care of my mom 

thank you to… https://t.co/tebOETP44S",2020-07-15,Mumbai,Mumbai,null,positive,1.28e+18
"KING OF KINGS,  THE COVID-19 IS CONQUERING THE WORLD. https://t.co/CSyjCfIynk",2020-07-15,Coimbatore,Coimbatore,null,neutral,1.28e+18
@HinaRohtaki Mam what about weekend lockdown status in chandigarh?,2020-07-15,Ward 3,Chandigarh,null,neutral,1.28e+18
Wanna Taste New Recipe In This Boring Lockdown Then Go &amp; Checkout HK's New Video On YouTube ♥️ It Looks Delicious ✨… https://t.co/I3WSo05VcD,2020-07-15,Nashik,Nashik,null,positive,1.28e+18
Coolest start-up needs coolest team 🙌🏻 Lockdown can't stop us from delivering our best! Only thing we stop for is S… https://t.co/5HAKtek8hT,2020-07-15,Aurangabad,Aurangabad,null,positive,1.28e+18
@myogiadityanath sir m covid positive pateint and m countinuously trying to call CMO office but no body is picking… https://t.co/0QFQFaXKhf,2020-07-15,Kanpur Nagar,Kanpur,['Transpotation'],negative,1.28e+18
"@rexrao52 a tweet reporting 3000 +ve cases in Karnataka today ..... is it correct &amp; inspite of lockdown in force there, why such huge spike?",2020-07-15,Hyderabad,Hyderabad,['Transpotation'],negative,1.28e+18
"*VVCMC Covid 19 Daily Updates, *
*Date: 15 th July, 2020*, 
*Time- 6.00 pm,*

New Positive PT=  213 (count- 8760)
D… https://t.co/pz8RASb5fC",2020-07-15,Mumbai,Mumbai,null,positive,1.28e+18
"Bhai, sadly its the same evrywhr. There’s a limit 2 wat DMs can do now, Since lockdown has been lifted. People roam… https://t.co/LNj4kDuII4",2020-07-15,Khordha,Bhubaneshwar,['Daily Services'],negative,1.28e+18
🐣 Brazil President Jair Bolsonaro bitten by emu-like bird during Covid isolation in Brasilia 🐣 https://t.co/tIVKVX1fMw via @ThePrintIndia,2020-07-15,Thane,Mumbai,['Others'],negative,1.28e+18
"When Lockdown is Happening, Cloud Came Out! 
#sundaylockdown 
#lockdowndays #bluesky #cloud #mysuru #shotonpixel @… https://t.co/Gybm4qrJOS",2020-07-15,Mysuru,Mysore,null,neutral,1.28e+18
@reliancejio hello sir we purchased jio wifi dongle in march 2020 but unfortunately battery is not working from few… https://t.co/RsJvj9cvqx,2020-07-15,Jaipur,Jaipur,['Transpotation'],negative,1.28e+18
@xxxdepy @samratGBasu @Kbarman16 @himantabiswa I pray to God that you are not in 1%. As far as fatal data is concer… https://t.co/ArY8TAU8tk,2020-07-15,Kamrup Metropolitan,Guwahati,null,neutral,1.28e+18
"@MC_Nizampet @MAYORNeelaKolan we have covid positive case today, we request you take necessary things to protect us… https://t.co/5l12uQ0q1n",2020-07-15,Medchal–Malkajgiri,Bachupally,null,positive,1.28e+18
"All the hospitals around the city and the state, shouldn't refuse to treat/admit covid patients

#BengaluruLockdown… https://t.co/oA4ZbM82nD",2020-07-15,Bangalore,Bengaluru South,['Others'],negative,1.28e+18
@mkssharma21 @samratGBasu @Kbarman16 @himantabiswa Only reason I would not go to a COVID ward without precaution is… https://t.co/81LBI8P1iW,2020-07-15,Kamrup Metropolitan,Guwahati,null,neutral,1.28e+18
"@Saurabh14052448 @VRAFans @onlyonenetra @vivekagnihotri The truth is , virus is not at all dangerous as it was pred… https://t.co/ae6zEnUGDy",2020-07-15,Mumbai,Mumbai,null,positive,1.28e+18
"""First COVID-19 vaccine tested in the US shows promising immune response ahead of large trial""  https://t.co/J9OTuneLTf",2020-07-15,Ghaziabad,Ghaziabad,null,positive,1.28e+18
"India records another surge in COVID-19 infections with 29,000 new cases  https://t.co/bo8hRIk2wP",2020-07-15,Aizwal,Aizawl,null,neutral,1.28e+18
"Why everyone becomes hysterical?
This is a Pandemic spreading worst than Covid , need to be contained.,Lest it effe… https://t.co/9e08nFOJgE",2020-07-15,Chittoor,Bhadrachalam,['Transpotation'],negative,1.28e+18
@IPSHemant @CPBlr @BlrCityPolice Lockdown is not a solution as Covid 19 is not going to go sooner as per WHO. It is… https://t.co/ThFmuB1vkn,2020-07-15,Bangalore,Bengaluru,['Transpotation'],negative,1.28e+18
"@sonalkalra After 4 months of drinking green label this lockdown, I have gained 14 kg. #viaExperience",2020-07-15,Gautam Buddha Nagar,Noida,['Daily Services'],negative,1.28e+18
Covid is like my ex always insecure...fuckin bitch :/,2020-07-15,New Delhi,New Delhi,['Economic'],negative,1.28e+18
@KVS_HQ @HRDMinistry Kindly allow online application and admission facilities for Standard XI during Covid-19.,2020-07-15,Raigad,Panvel,null,positive,1.28e+18
"Life in the time of covid-19
#QuarentineLife https://t.co/wG9ggrWUWU",2020-07-15,Kolkata,Kolkata,null,neutral,1.28e+18
@sidharth_shukla @ishehnaaz_gill    yes this is true we're dieing to see your future projects as soon as possible b… https://t.co/Nqm4elt5GD,2020-07-15,Nagpur,Nagpur,null,positive,1.28e+18
"While entire world is encouraging #WorkFromHome as much as possible, Air India tells its employees that not attendi… https://t.co/DM30ulkoDN",2020-07-15,New Delhi,New Delhi,null,positive,1.28e+18
@Sourabh1309 @mahaprabandhak @_cpsharma @alashshukla @Batman_Banker @baujidesi @idesibanda @munshi1857… https://t.co/pFqwPizhc9,2020-07-15,Gurugram,Gurgaon,null,neutral,1.28e+18
"https://t.co/UBjcFCInkG
Correctives, collectively controlled Covid in Delhi: Kejriwal",2020-07-15,New Delhi,New Delhi,null,neutral,1.28e+18
Wanna Taste New Recipe In This Boring Lockdown Then Go &amp; Checkout HK's New Video On YouTube ♥️ It Looks Delicious ✨… https://t.co/I3WSo05VcD,2020-07-15,Nashik,Nashik,null,positive,1.28e+18
"#please help us
Dear @KTRTRS sir. my son vamshi had been suffering from a brain issue since from his childhood.Even… https://t.co/lzyWhQXJEv",2020-07-15,Mahabubabad,Mahabubabad Bus Stand,null,positive,1.28e+18
Govt lists out essential service &amp; continuous process #industries in #Bengaluru that R allowed 2 operate during… https://t.co/Cxon9x838M,2020-07-15,Bangalore,Bengaluru South,null,neutral,1.28e+18
"First COVID-19 vaccine tested in U.S. shows promising results

No volunteers experienced a serious side effect, but… https://t.co/sXLm0dS9Ag",2020-07-15,Mumbai,Mumbai,null,neutral,1.28e+18
"Why #lockdown again in #Bangalore?

https://t.co/h44ghDzHFS",2020-07-15,Bangalore,Bengaluru South,null,neutral,1.28e+18
"Today marks exactly 123 days since we played badminton at our court. 

Damn I miss those solid sessions with my par… https://t.co/4x2hFfSR5h",2020-07-15,Chennai,Chennai,['Economic'],negative,1.28e+18
I would request all my well wishers to stay indoors and do not come to meet me tomorrow. Please follow the lockdown… https://t.co/a7AnWYgV6k,2020-07-15,Aurangabad,Aurangabad,null,positive,1.28e+18
"Earlier undertrials used to get heart attacks to avoid going to jail.
Now it's #COVID__19... https://t.co/JVTCY11pgy",2020-07-15,Mumbai,Mumbai,null,neutral,1.28e+18
@GippyGrewal what about #Warning Punjabi Web Series...? If @humblr has recorded it before lockdown please share thi… https://t.co/09GBOTuYPM,2020-07-15,Bikaner,Bikaner,['Economic'],negative,1.28e+18
"#COVID19 
RECOVERIES .....ARE NEARING 
DOUBLE THE CASES IN #INDIA 
👍💐🙏

BUT , BUT .........DO REMEMBER !… https://t.co/ilElwUvLIb",2020-07-15,Mumbai,Mumbai,null,neutral,1.28e+18
I didn’t expect delivery so soon given the lockdown but that’s why @bengalurufc is the best. Always thinking of our… https://t.co/bxffxzfJCs,2020-07-15,Bangalore,Bengaluru South,null,positive,1.28e+18
#ColumbiaAsia hospital trues to loot COVID suspect patient with 9.9 Lakh estimate before he was admitted. Yes you r… https://t.co/spHuJOlgyI,2020-07-15,Bangalore,Bengaluru South,['Daily Services'],negative,1.28e+18
@peter42047303 @EvilPotato_15 @VVowsim @_GhulamMustafa_ Idols be damned but where the hell is your God hiding durin… https://t.co/DpI6PG2Z7c,2020-07-15,Chennai,Perambur Purasavakam,['Transpotation'],negative,1.28e+18
"@drharshvardhan  as health minister of this country, how is your Josh.
Can you please answer why after 18 days also there is lockdown.",2020-07-15,Bangalore,Anekal Bangaluru,['Daily Services'],negative,1.28e+18
Slow-Motion Video Contrasts Mask Effectiveness Against Spread of COVID-19 #WearADamnMask #COVID19 https://t.co/MtkxbQReJK,2020-07-15,Bangalore,Bengaluru South,null,neutral,1.28e+18
Inbetween lockdown totally crushed from financially and mentally so plz have any job for me so please help… https://t.co/0P0u5uaVR1,2020-07-15,Surat,Surat,null,positive,1.28e+18
@SrishtiSharma_ Mangalam drugs also a listed company which is one of the largest hydroxychloroquine api manufacture… https://t.co/HBXFvJw68V,2020-07-15,New Delhi,New Delhi,null,neutral,1.28e+18
"Shoot mood on, 1st shoot after lockdown. https://t.co/0fMZkd1BUg",2020-07-15,Kolkata,Kolkata,['Daily Services'],negative,1.28e+18
@sugaradhana @DCPSouthBCP @Tejasvi_Surya @RAshokaBJP @Ravi_LA @DrKNarayanan Pl appreciate what I am saying. I am al… https://t.co/oVy5LfHQWN,2020-07-15,Bangalore,Bengaluru South,null,positive,1.28e+18
"@ConsumerVoiceIn @MoHFW_INDIA @drharshvardhan While tobacco is banned to control the spread of #Covid, it is being… https://t.co/IhLLHAwOiT",2020-07-15,Rajkot,Rajkot,['Transpotation'],negative,1.28e+18
"#COVID19 
RECOVERIES .....ARE NEARING 
DOUBLE THE CASES IN #INDIA 
👍💐🙏

BUT , BUT .........DO REMEMBER !… https://t.co/ilElwUvLIb",2020-07-15,Mumbai,Mumbai,null,neutral,1.28e+18
@dineshgautam1 @intenceroselove Being an Actress m Serving my country as I am a Qualified Nursing Officer. It’s bee… https://t.co/z9bz2979VG,2020-07-15,Mumbai,Mumbai,null,neutral,1.28e+18
"@CMMadhyaPradesh @vdsharmabjp dear sir, it’s request to stop tempura and pls do not think to do lockdown again as i… https://t.co/6BSH0Kzd75",2020-07-15,Bhopal,Bhopal,['Daily Services'],negative,1.28e+18
"World-famous Bagh block-printing artisans of Madhya Pradesh are out of work
#covid #lockdown
https://t.co/3L7Gh2CXcQ",2020-07-15,Dhar,Uttar Pradesh,null,neutral,1.28e+18
@Taazeeemzadraan @AdithyaMarri @HMWSSBOnline @GHMCOnline @TelanganaHealth @KTRTRS @asadowaisi @kishanreddybjp Is th… https://t.co/SHIRejinOm,2020-07-15,Hyderabad,Hyderabad,null,neutral,1.28e+18
"After 4 months of drinking green tea this lockdown, I have lost 4 kg of green tea.",2020-07-15,Varanasi,Varanasi,['Daily Services'],negative,1.28e+18
"It used to be BC and AC.
The new normal is pre Covid and post Covid. 
References change, things change, people chan… https://t.co/zWA06Fja5G",2020-07-15,Bangalore,Bengaluru,null,neutral,1.28e+18
"Lockdown or no lockdown, one company that only seems to be growing is @reliancejio Jio aur Jeene Do! @sayeed2u… https://t.co/ZnQLhp1Qyc",2020-07-15,New Delhi,New Delhi,['Daily Services'],negative,1.28e+18
@DCPSouthBCP Proud of your leadership madam. Have noticed cops educating people on lockdown which is very essential… https://t.co/gzRnvKPs4x,2020-07-15,Bangalore,Bengaluru,null,positive,1.28e+18
"@capt_amarinder TESTS COVID NEGATIVE, URGES ALL MINISTERS &amp; SENIOR OFFICIALS TO GET TESTED
@RT_MediaAdvPbCM… https://t.co/1xodyJHmN7",2020-07-15,Fazilka,Abohar,['Others'],negative,1.28e+18
He fed thousands over 3 months till #Covid_19 got him.  #DelhiFightsCorona God help us. https://t.co/debYGZGtiS via @IndianExpress,2020-07-15,Khordha,Bhubaneshwar,null,positive,1.28e+18
Looking at growing cases of Covid 19 Full lockdown for next 15 days may be considered in Jharkhand.,2020-07-15,Jharkhand,Ranchi,['Daily Services'],negative,1.28e+18
"@shahdeo_ankit @SushilS83122352 @SaifSiddiquiINC @sambitswaraj Yes, It is, neither we are free from Covid 19 nor ec… https://t.co/Wsy650lQR0",2020-07-15,Gautam Buddha Nagar,Greater Noida,null,neutral,1.28e+18
"Are v still confused about d pivotal role a mask is playing in this pandemic?
Let's not come 1st in race of countri… https://t.co/3iVVXgV2fy",2020-07-15,Gurugram,Gurgaon,['Food Shortage'],negative,1.28e+18
of COVID and huge population will be involved and infected and will be disastrous. Just go thru the photographs or… https://t.co/oly2apEuGT,2020-07-15,Patna,Patna,['Transpotation'],negative,1.28e+18
@SagarsPatra @AbhashPanda14 @bibekmohantyy @HFWOdisha Twice testing not only affect the economic but also it may de… https://t.co/oUB7u8S7SS,2020-07-15,Khordha,Bhubaneshwar,null,neutral,1.28e+18
"Today 5000 Discharges in #TamilNadu 

4450+ cases reported in #TamilNadu 

#Chennai alone 1250+

68 Deaths reported… https://t.co/dSKRnAkQJd",2020-07-15,Chennai,Egmore Nungambakkam,['Food Shortage'],negative,1.28e+18
"@ASUS @ASUSIndia 
Are you listening?
I'm in Trouble 😫
Model:- ASUS TUF FX505DY-BQ002T
SERIAL NO :- K6NRCV02K576246… https://t.co/yo2ZaOyZjj",2020-07-15,Madhepura,Madhepura,['Daily Services'],negative,1.28e+18
@milindtapaswi @Yadush @deepalinaair @ShvethaR @rashmikanish @wowlife @saurabhppandey @saurshan @Prak_ap… https://t.co/hJaOQrGA4A,2020-07-15,Bangalore,Bengaluru South,null,neutral,1.28e+18
@Saurabh14052448 @VRAFans @onlyonenetra @vivekagnihotri It’s becoz of ICMR changed it’s guidelines in may last week… https://t.co/hYUcICzspO,2020-07-15,Mumbai,Mumbai,null,neutral,1.28e+18
"@RahulGandhi EU has called Modi Ji for lecture on technology.
This is time of breaks and removal due to Covid 19 sp… https://t.co/OFDDIZcXNE",2020-07-15,Lucknow,Lucknow,null,neutral,1.28e+18
@GogoiAbhinav @himantabiswa Rumours are that hospital staffs are eating money that they get for Covid patients from the Centre.,2020-07-15,Kamrup Metropolitan,Guwahati,null,neutral,1.28e+18
"Covid-19: Recoveries 1.8 times of active cases now
https://t.co/ZayhbLtRYo via NaMo App https://t.co/Bja1zjVxnF",2020-07-15,Bellary,Hospet,null,positive,1.28e+18
"I can't 😔

Baby Was Infected With Coronavirus in Womb, Study Reports https://t.co/HecqXHaJZS",2020-07-15,Mumbai,Mumbai,['Food Shortage'],negative,1.28e+18
"Ashok Ghige (SWO, CANARA BANK Age 52) of our Kakad Market, Mumbai branch passed away today (15.07.20) due to Covid-… https://t.co/k7IsUPsRo2",2020-07-15,Shahdol,Shahdol,null,neutral,1.28e+18
@drharshvardhan @MoHFW_INDIA @rajeshtope11 @CMOMaharashtra @AmitShah @NITIAayog @PMOIndia @narendramodi… https://t.co/Dce53UgOnD,2020-07-15,Mumbai,Mumbai,null,neutral,1.28e+18
We have sent 150 countries medicines amidst Covid crisis: PM Modi https://t.co/ckzpaYlPow,2020-07-15,New Delhi,New Delhi,['Economic'],negative,1.28e+18
"@DCPSouthBCP @Tejasvi_Surya @RAshokaBJP @Ravi_LA @DrKNarayanan @sugaradhana If fumigating helped, we shouldn’t have… https://t.co/PDKWsLjx0L",2020-07-15,Bangalore,Bengaluru South,null,neutral,1.28e+18
"@gandabherunda I guess they won't remove this weeklong lockdown no matter what, however remains to be seen if they… https://t.co/afyMGfiBmT",2020-07-15,Bangalore,Bengaluru,null,neutral,1.28e+18
"I am hearing Aaditya Thackeray on CNN News18 at the moment,very impressive &amp; honest on fighting Covid in   Mumbai.… https://t.co/KR8yaoDJOI",2020-07-15,New Delhi,New Delhi,null,positive,1.28e+18
@milindtapaswi @Yadush @deepalinaair @ShvethaR @rashmikanish @wowlife @saurabhppandey @saurshan @Prak_ap… https://t.co/hJaOQrGA4A,2020-07-15,Bangalore,Bengaluru South,null,neutral,1.28e+18
"@ConsumerVoiceIn @MoHFW_INDIA @drharshvardhan While tobacco is banned to control the spread of #Covid, it is being… https://t.co/IhLLHAwOiT",2020-07-15,Rajkot,Rajkot,['Transpotation'],negative,1.28e+18
"@ConsumerVoiceIn While tobacco is banned to control the spread of #Covid, it is being transported through illegal w… https://t.co/gJbfsxE9L3",2020-07-15,Rajkot,Rajkot,['Transpotation'],negative,1.28e+18
"Covid Testing Mobile van , Hydrabad  need such 20 vans 
https://t.co/rdClh6iOL5",2020-07-15,Patna,Rajendra Nagar,null,neutral,1.28e+18
"Covid Lab Test Results. Jhansi
15/7/2020. 5:00pm
Total Samples Tested today - 632
1).Today s Results  - 135 Positiv… https://t.co/nuKwhEJteE",2020-07-15,Jhansi,Jhansi,null,neutral,1.28e+18
"Over 6,000 Maharashtra Police personnel infected due to #COVID19 so far.

https://t.co/QvHjDCJkyR",2020-07-15,Mumbai,Mumbai,['Daily Services'],negative,1.28e+18
