tweetid,content,place,district,date,problem,sentiment
1.28e+18,"#BREAKING #BreakingNews 
#Maharashtra 
Leader of Opposition @Dev_Fadnavis writes to CM @OfficeofUT wanting to know… https://t.co/JqYHOU8dB3",Mumbai,Mumbai ,2020-06-25,,neutral
1.28e+18,@ugc_india according to ur guidelines intermediate students were supposed to be promoted but @AKTU_Lucknow is going… https://t.co/5T2wTv77Tm,New Delhi,New Delhi,2020-06-25,,neutral
1.28e+18,Without safety and projections no one have mask and the police is also Thier but Thier is no action for this 1st op… https://t.co/xwcde3HgWY,Ratlam,Ratlam,2020-06-25,['Economic'],negative
1.28e+18,"#Today the Corona count of Tamilnadu is 3358!

Yes, you read it right! 3358!

Every passing day, this ignorant… https://t.co/WkI8pCrudz",Pollachi,Coimbatore ,2020-06-25,['Others'],negative
1.28e+18,"@ElectricityBill is #2429, over rupees 2000 a month in @Dombivli for just 265 units is alarming in lockdown… https://t.co/wIMs3h1TwT",Kalyan Dombivali,Thane,2020-06-25,['Transpotation'],negative
1.28e+18,"LIVE: Hear from experts on the new COVID-19 Earth Observation Dashboard, a collaboration with @ESA and @JAXA_en. It… https://t.co/t2rD4pEUxN",New Delhi,New Delhi,2020-06-25,,positive
1.28e+18,@subtletea Lockdown will kill more people than the virus,Bengaluru South,Bangalore ,2020-06-25,['Others'],negative
1.28e+18,"We were definitely not expecting 2020 to turn up this way. 
Follow @beingchef_india
Order now! Website link in bio.… https://t.co/yJ2EchSt9g",Kota,Kota,2020-06-25,,positive
1.28e+18,@KapilSharmaK9 @sumona24 Forgot to smile due to COVID-19. :(. Pls come back with you show....,Haveli,Pune ,2020-06-25,['Daily Services'],negative
1.28e+18,https://t.co/rFVyXVj10c. Free shipping #africanclothing #AfricanAmerican #AfricanAmericans #BlackLivesMattters #USA… https://t.co/AIF3Si6jfb,Surat,Surat,2020-06-25,,neutral
1.28e+18,"East or West , Home is the Best 
Take some rest , Don't call any Guest 
Enjoy your Home fest , Don't have an Outgoi… https://t.co/Mam2c1dB98",Mysore,Mysuru ,2020-06-25,,positive
1.28e+18,@pbhushan1 If not lockdown 10 lakh ppl would have succumbed to death You would have taken responsibility stop blabb… https://t.co/5hJFRI3P81,Mumbai,Mumbai ,2020-06-25,['Economic'],negative
1.28e+18,Please recognise the fact that Covid isn’t the only fatal and troublesome disease around - malaria and other diseas… https://t.co/tVghDbG9rH,Mumbai,Mumbai ,2020-06-25,['Others'],negative
1.28e+18,@Adani_Elec_Mum looting ppl by sending hefty electricity bill. If u can payment alerts through sms y can’t u send a… https://t.co/09gEjsFfXF,Mumbai,Mumbai ,2020-06-25,['Others'],negative
1.28e+18,"Lack of empathy. If Covid attacks children, it attacks all. #compassion #NIOS #COVID19India #Disability… https://t.co/S5imAPFYww",Kolkata,Kolkata,2020-06-25,['Daily Services'],negative
1.28e+18,"@ndtv We badly need a procedure, this was discussed in my tweet in d month of April How persons recovered from smal… https://t.co/lBoucqTda9",Chengalpattu,Chengalpattu ,2020-06-25,['Transpotation'],negative
1.28e+18,@rajivtuli69 Again mistaken TLC is given at home only sick peope come to hospital. We have to take care is non COVI… https://t.co/uqowOsz8iE,Gurgaon,Gurugram,2020-06-25,['Transpotation'],negative
1.28e+18,"How a Data Reporter works ?
 
I am covering webinars of Dr.Kk agarwal and gathering every precious information on C… https://t.co/sMyJBSEm9U",Noida,Gautam Buddha Nagar,2020-06-25,,positive
1.28e+18,"Urgent Plasma B+Requirement from Covid-19 recovered 15 days back only can give plasma

Patient :-Renu kapoor

Blood… https://t.co/qPCVmmwXIF",New Delhi,New Delhi,2020-06-25,,neutral
1.28e+18,"DEAR FRIENDS TO FIGHT AGAINST COVID 19 PANDEMIC, CORONA VIRUS INFECTION DISEASE PLEASE OBSERVE SOCIAL DISTANCE. USE… https://t.co/GVkSxegHQl",Asika,Ganjam,2020-06-25,['Others'],negative
1.28e+18,"@Punit_Pania https://t.co/TJdlWKhVwI

Plz read this punit ji.. IIT Delhi endorses Ashwagandha and Propolis as possi… https://t.co/kSiBbsLR52",Bengaluru,Bangalore ,2020-06-25,,positive
1.28e+18,@dr_dineshs @Captain_Mani72 @BSYBJP @BYRBJP During lockdown many requests we received request to get Medicine from the Dr. Rest in peace..,Bengaluru,Bangalore ,2020-06-25,,neutral
1.28e+18,@drashwathcn as you said @tv9kannada that you will be conduct offline classes after lockdown relief but there is no… https://t.co/0zBVEYt9Vg,Dharwad,Dharwad ,2020-06-25,['Daily Services'],negative
1.28e+18,"@AmitKhatriIAS @ShubhiKesarwani Please do let us, common people, residents, know if we can be of any help. I person… https://t.co/sJObqyUaxP",Gurgaon,Gurugram,2020-06-25,,neutral
1.28e+18,Strict lockdown pettina 3.5k aaa 🙏🏼🙏🏼🙏🏼 https://t.co/uOB1H39ggz,Chirala,Prakasam,2020-06-25,,neutral
1.28e+18,"Lockdown game
#lockdown2020 
#lockdown5
#indoorgame
#boardgames

https://t.co/O4X8WlMv87",Perambur Purasavakam,Chennai ,2020-06-25,['Economic'],negative
1.28e+18,@FrontalAssault1 Let’s see them following this once lockdown opens. Hotels would be trampling over each other to ge… https://t.co/Z73x0W96vF,Gurgaon,Gurugram,2020-06-25,,neutral
1.28e+18,"123 #COVID__19 cases in #Kerala Today

7th day over 100 cases!

84 positive cases from abroad, 33 from other states… https://t.co/dQ7ZpXSCXx",Kozhikode,Kozhikode,2020-06-25,,neutral
1.28e+18,"@KTRTRS @IKReddyAllola @HarithaHaram Please lockdown Hyderabad again sir
#Pleaselockdownhydagain",Rajendra Nagar,Patna,2020-06-25,['Daily Services'],negative
1.28e+18,2 crore construction workers get nearly Rs 5K crore cash aid in lockdown https://t.co/xPYQcMpKRw via @timesofindia,Hayathnagar,Rangareddy,2020-06-25,,neutral
1.28e+18,"District wise covid-19 positive in Tamilnadu 
#CoronaUpdates #Lockdown5 #StayHomeStaySafe #tenkasidistrictpolice… https://t.co/Fs3oCoJree",Tamil Nadu,Agra,2020-06-25,,positive
1.28e+18,"Q5 Reply : @CoachAshuKhanna
1) dilution is  normal,  lack of funding is terminal (randy komisar said once..)
2) emo… https://t.co/1ZiV0IY7T9",Gurgaon,Gurugram,2020-06-25,['Transpotation'],negative
1.28e+18,"@Airtel_Presence Today came in Pune after 3month of lockdown ,, still network issue is unresolved getting poor netw… https://t.co/ofBg2ANfJC",Haveli,Pune ,2020-06-25,['Food Shortage'],negative
1.28e+18,"This arrived in mail today. Needless to say, my club @bengalurufc cares about the community. This is so thoughtful!… https://t.co/t5fV98wVwW",Bengaluru South,Bangalore ,2020-06-25,,positive
1.28e+18,#Carpool #Delhi -&gt; #East #RohiniDistrictCourt After lockdown shall over I shall daily visit Rohini Court 3 Seats of… https://t.co/Unb5oh78Vv,New Delhi,New Delhi,2020-06-25,,positive
1.28e+18,"#IndiaFightsCorona
The Modi Govt initiated the delivery of hydroxychloroquine to 55 countries. Find out more on … https://t.co/4o4mDblOSm",Rampur,Rampur,2020-06-25,['Transpotation'],negative
1.28e+18,"In this lockdown, it's very important to eat #healthy &amp; that too tasty food.

This video is for #pizza lovers who r… https://t.co/N9P2vEWfTJ",Bengaluru South,Bangalore ,2020-06-25,,positive
1.28e+18,38 new #Covid_19 positive cases details of #Bhubaneswar city. It's  Very very tough to understand the place. https://t.co/oReP3puQIc,Cuttack,Cuttack,2020-06-25,,positive
1.28e+18,It was fun anchoring the WiT women covid warriors hackathon powered by IBM award ceremony. Celebration of Innovatio… https://t.co/DNREbCRChj,Mumbai,Mumbai ,2020-06-25,,positive
1.28e+18,"Given the impact of COVID-19 on organizations' budgets, we extended Drupal 7's end-of-life date by one year. Drupal… https://t.co/5cUWNbdQi1",Bengaluru,Bangalore ,2020-06-25,,positive
1.28e+18,Just have a look at this... in this situation where covid cases were increases day by day and bihar gov is planning… https://t.co/jIzppt43jQ,Hajipur,Vaishali,2020-06-25,['Others'],negative
1.28e+18,"2 crore construction workers get nearly Rs 5K crore cash aid in lockdown
https://t.co/WHEPhO41Gq

via NaMo App https://t.co/Y07HzhSNzL",Surat,Surat,2020-06-25,['Food Shortage'],negative
1.28e+18,"2 crore construction workers get nearly Rs 5K crore cash aid in lockdown
https://t.co/WHEPhO41Gq

via NaMo App https://t.co/o1bRtEPKjQ",Surat,Surat,2020-06-25,['Food Shortage'],negative
1.28e+18,@PMOIndia Sir i am coustumer of Jana small finance bank and my customer ID 15927719 Sir from lockdown to still now… https://t.co/AB9BRTYdBu,Jaipur,Jaipur,2020-06-25,['Economic'],negative
1.28e+18,"The sky is the daily bread for the eyes - Ralph Waldo Emerson
°°°°°°°°°°
Another painting as part of my lockdown se… https://t.co/8jBtGaBUbp",New Delhi,New Delhi,2020-06-25,,neutral
1.28e+18,"#NPTEL presents 

Post-COVID Supply Chain Network: Opportunities and Challenges

#vipsdelhi 

For more details few… https://t.co/T5Ya58nnXT",New Delhi,New Delhi,2020-06-25,,neutral
1.28e+18,@PMOIndiaThe employees of health staff north mcd delhi are facing  financial crises without salary  for more than f… https://t.co/pNoJ2nkUx2,Rai,Thane,2020-06-25,['Food Shortage'],negative
1.28e+18,"Our battle with COVID-19 is not over, we will take precautions and move ... https://t.co/RbMcIIaxbm via @YouTube",Panchkula,Panchkula,2020-06-25,['Others'],negative
1.28e+18,"A random extrovert of my street found positive. Everyone in street to be checked.
Me to that one guy
#Covid_19… https://t.co/xBFd59zTaq",Murlidhar Vyas Colony,Dhari,2020-06-25,,positive
1.28e+18,Such RWA / Self Governed bodies are deciding the contours of lockdown without any due regards to Central or State G… https://t.co/zIm05JJLLt,Gurgaon,Gurugram,2020-06-25,,neutral
1.28e+18,"Someone :- kitne gareeb ho. 

Me :- is lockdown me N-95 Mask nhi pehna..",Indore,Indore,2020-06-25,['Economic'],negative
1.28e+18,What a Shame! Loot of public money continues in the name of Covid centre! Now bldr become hospital manager. Who is… https://t.co/aYSdhrs6EZ,Mumbai,Faridabad,2020-06-25,['Others'],negative
1.28e+18,@ShwetaAgarval @JagmohanKausha2 Except Delhi government testing more others have no test no covid,New Delhi,New Delhi,2020-06-25,,neutral
1.28e+18,"Life is now full of 

Zoom 
Microsoft teams 
Hangout 

#NewNormal #lockdown",New Delhi,New Delhi,2020-06-25,['Others'],negative
1.28e+18,".@LtGovDelhi once again modifies the home quarantine rules in #Delhi.

Now, only those #Covid_19 cases who don't ha… https://t.co/JoCU8cbLv4",New Delhi,Central Delhi,2020-06-25,['Others'],negative
1.28e+18,"We are in full support with @InovioPharma right from day 1 of the pandemic. ❤️
All the best and hope the phase-1 re… https://t.co/nipKgOYVCe",Ahmadabad City,Ahmedabad ,2020-06-25,,positive
1.28e+18,@KTRTRS your family is fooling Telangana people.. Utter flop in controlling Covid. https://t.co/LskZLm4ObJ,Medchal,Medchal–Malkajgiri,2020-06-25,['Food Shortage'],negative
1.28e+18,"@CMDMSEDCL @MSEDCL @MSEDCL_GKUC @MSEDCL_PZ Hello All , i have concern about the electricity bill issue me for this… https://t.co/DKoEsROxWL",Haveli,Pune ,2020-06-25,['Economic'],negative
1.28e+18,"JOIN US On Instagram Live
.
 27th June 2020 on 7:00 pm IST
.

 Topic: how travel will change after the Covid-19 pan… https://t.co/TS5dPOlRee",Ahmadabad City,Ahmedabad ,2020-06-25,,neutral
1.28e+18,"What kind of idiot people these are?? No social distancing, no hygiene, this is the scene of a special covid train… https://t.co/qz0Q4IUBAa",Nalagarh,Solan,2020-06-25,['Others'],negative
1.28e+18,"Good move #  CBSE
No Exanin Covid",Darjeeling,Darjeeling,2020-06-25,,neutral
1.28e+18,@NTVJustIn @NtvTeluguLive Hyderabad motam lockdown chyali,Andhra Pradesh,Madhubani,2020-06-25,,neutral
1.28e+18,@Swamy39 What I see being part of NCR as long as lockdown was on people were safe. But what our intelligent rulers… https://t.co/USSKqSTbz2,Gurgaon,Gurugram,2020-06-25,,positive
1.28e+18,@nsitharamanoffc @FinMinIndia @nsitharaman @PIB_India @MIB_India @CIC_Chennai Sir i am coustumer of Jana small fina… https://t.co/6O25KYBsH5,Jaipur,Jaipur,2020-06-25,,neutral
1.28e+18,@ArvindKejriwal 🙏Need Plasma donor for a B+ patient admitted in Sir Gangaram Hospital. Donor who had Covid+ and has… https://t.co/o7Z5BqUZQw,New Delhi,New Delhi,2020-06-25,,neutral
1.28e+18,@srijanpalsingh I think Delhi need a full lockdown...,Ghaziabad,Ghaziabad,2020-06-25,['Daily Services'],negative
1.28e+18,"Lockdown Series. On the road. 

#1 https://t.co/m7faxVm9yO",Kolkata,Kolkata,2020-06-25,,neutral
1.28e+18,"@sanghaviharsh @rohit_chahal @vijayrupanibjp @Nitinbhai_Patel 2/2 
It should have been free to patient, the labs sh… https://t.co/2MRhRydJIG",Jaipur,Jaipur,2020-06-25,,neutral
1.28e+18,"As the lockdown eases further, #WFH is still a dominating factor in daily work life &amp; looks like it’s here to stay… https://t.co/fxDsfYpfMP",Mumbai,Mumbai ,2020-06-25,['Transpotation'],negative
1.28e+18,@soniandtv @dilipkpandey @smitaprakash Why can't we have records of all delhi COVID  persons in government system s… https://t.co/IOTLZYfT4a,New Delhi,New Delhi,2020-06-25,['Others'],negative
1.28e+18,@LtGovDelhi @DelhiPolice Why can't we have records of all delhi COVID  persons in government system so that plasma… https://t.co/dizHE75Vq4,New Delhi,New Delhi,2020-06-25,['Others'],negative
1.28e+18,@hemantrajora_ @help_delhi @LHMCDelhi @dr_duchania @rdalhmc Why can't we have records of all delhi COVID  persons i… https://t.co/pxEpgXQbAR,New Delhi,New Delhi,2020-06-25,['Others'],negative
1.28e+18,@ArvindKejriwal @raghav_chadha Why can't we have records of all delhi COVID  persons in government system so that p… https://t.co/gsgyOPop8h,New Delhi,New Delhi,2020-06-25,['Others'],negative
1.28e+18,"My piece on The European Union's Security and Defence Policy beyond COVID-19 published by @E_IR
https://t.co/Te90bUdAZG",New Delhi,New Delhi,2020-06-25,,neutral
1.28e+18,This is how #TNGovt Fighting against Covid-19. https://t.co/bxzNpBO3XP,Saidapet,Chennai ,2020-06-25,,neutral
1.28e+18,Lockdown was one type of emergency.,Ahmadabad City,Ahmedabad ,2020-06-25,,neutral
1.28e+18,"@AUThackeray 

Dear sir,

Congrats for more initiative in governance. Requesting you to implement some emi plan for… https://t.co/13kygll8r2",Navi Mumbai,Thane,2020-06-25,,positive
1.28e+18,"Blood Banks are running out of blood components due to ongoing lockdown. Please visit JLN auditorium, #AIIMSDelhi o… https://t.co/gvYhwONZ4s",AIIMS,South East Delhi,2020-06-25,['Food Shortage'],negative
1.28e+18,@Sarumouliii When we had 1000 cases we were in lockdown and now when we've 4.5 lac cases everything is open. This d… https://t.co/re1wzQ5Wu2,New Delhi,New Delhi,2020-06-25,['Others'],negative
1.28e+18,@filmfare We want this movie to be released in theatre once the lockdown will be over and after this corona period.… https://t.co/U7hemJSPzC,Faridabad,Faridabad,2020-06-25,['Others'],negative
1.28e+18,"#Mumbai Salon to reopen by next week in #Mumbai with SOP’s  #Covid_19 
But I got #HairCut at #home 2 days back. My… https://t.co/ke2cI7NPov",Mumbai,Mumbai ,2020-06-25,['Transpotation'],negative
1.28e+18,@nsitharaman Madam i am coustumer of Jana small finance bank and my customer ID:15927719 I am running road side Dab… https://t.co/REIP3ldYMR,Jaipur,Jaipur,2020-06-25,,positive
1.28e+18,Ha ha sharad Corona virus. But sharad why so personal take it sportingly when your party represented our president… https://t.co/rz6roh0gMe,Kalyan Dombivali,Thane,2020-06-25,,positive
1.28e+18,"NTA on March 27, announced the postponement of National Eligibility cum Entrance Test (NEET) UG May-2020.

As per s… https://t.co/IQhNB017nO",Garhi Harsaru,Gurgaon,2020-06-25,,neutral
1.28e+18,@ArvindKejriwal What were you doing during Lockdown? @KapilMishra_IND @HarishKhuranna @BJP4Delhi @GautamGambhir… https://t.co/Iyyl4YKAMZ,New Delhi,New Delhi,2020-06-25,,neutral
1.28e+18,@BDUTT @themojo_in But all is fine for Ministers and chief minsters sitting in delhi entangled in DATA and reports… https://t.co/fH8u4w8g65,New Delhi,New Delhi,2020-06-25,,neutral
1.28e+18,https://t.co/KAmbwFE0rc @k_satyarthi hope you are interested!!!,Mumbai,Mumbai ,2020-06-25,,positive
1.28e+18,"𝘋𝘳  @Swamy39 𝘫𝘪 

""Delhi becomes the worst-hit city by COVID-19 in India as it surpasses the number of cases in Mum… https://t.co/LGg1mn1sqI",New Delhi,New Delhi,2020-06-25,['Others'],negative
1.28e+18,"📚 Online education and the role of teachers 📚
.
We are all going through a challenging time due to the pandemic. Th… https://t.co/LEayoYj4Za",Bengaluru,Bangalore ,2020-06-25,['Others'],negative
1.28e+18,Private companies are not paying Salary to employees and such exploitation are arises due to Covid-19 &amp; lockdown si… https://t.co/iPiX9746Z9,Ahmadabad City,Ahmedabad ,2020-06-25,['Economic'],negative
1.28e+18,@ladygaga u’re song #pokerface♠️♣️♥️♦️ is a gr8 #stressbuster during #lockdown,Sholinganallur,Sholinganallur,2020-06-25,,positive
1.28e+18,@domdyer70 Means they are lacking civics sense and personally inviting COVID....tragic circumstances.,Ludhiana,Ludhiana,2020-06-25,['Daily Services'],negative
1.28e+18,"@BBMPCOMM @BBMP_MAYOR Sir
Where to get admission for a covid+ patient with mild symptoms?",Bengaluru,Bangalore ,2020-06-25,,neutral
